Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Smoochum,67.6,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Dugtrio (Alolan) (Shadow),67.4,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,5,6,3,50000
Larvesta,67.4,636,bug,fire,131.7,99.2,130,1697421,44.5,1499,Ember,Flame Charge,Bug Buzz,9,10,5,75000
Armaldo,67.3,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Armaldo (Shadow),67.3,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Delcatty,67.3,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Geodude (Shadow),67.3,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Mightyena (Shadow),67.1,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Slowpoke,67.1,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Uxie,67.1,480,psychic,none,102,176.8,122,2200329,22.5,1500,Confusion,Future Sight,Thunder,6,5,20,100000
Dustox,67,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Omastar,67,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Camerupt,66.8,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Glalie (Shadow),66.8,362,ice,none,115.2,120.1,140,1937229,27,1498,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Houndoom (Shadow),66.8,229,dark,fire,140.8,94.9,119,1589764,21,1498,Snarl,Crunch,Flamethrower,4,5,3,50000
Spiritomb,66.8,442,ghost,dark,121.2,146.4,104,1845420,27.5,1498,Sucker Punch,Shadow Ball,Shadow Sneak,8,7,5,75000
Corphish,66.7,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Drilbur,66.7,529,ground,none,139.5,81.9,141,1610077,49,1499,Mud Slap,Drill Run,Rock Tomb,5,7,3,50000
Pawmo,66.7,922,electric,fighting,136.1,81.5,142,1575592,50,1468,Spark,Wild Charge,Discharge,7,7,3,75000
Dugtrio (Shadow),66.4,51,ground,none,136.4,120.5,99,1627049,41.5,1495,Mud Slap,Mud Bomb,Stone Edge,5,7,3,50000
Eevee,66.4,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Body Slam,Dig,5,7,5,75000
Onix (Shadow),66.4,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Rock Slide,Breaking Swipe,9,7,5,75000
Onix,66.2,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Rock Slide,Breaking Swipe,9,7,5,75000
Pignite,66.2,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Stunky (Shadow),66.2,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Sludge Bomb,23,25,3,50000
Krookodile,66.1,553,ground,dark,133.9,94.8,132,1675322,18.5,1498,Snarl,Crunch,Earthquake,4,5,5,75000
Mamoswine,66.1,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Quilava (Shadow),66.1,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Rampardos (Shadow),66.1,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Rhyhorn (Shadow),66.1,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Stomp,Bulldoze,5,7,3,50000
Slowpoke (Shadow),66.1,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Golem (Shadow),65.9,76,rock,ground,125.2,121.7,117,1782513,19,1497,Mud Slap,Stone Edge,Rock Blast,7,5,1,10000
Tyranitar,65.9,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Charmeleon (Shadow),65.8,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Flamethrower,7,10,3,10000
Exeggcute (Shadow),65.8,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Krokorok,65.8,552,ground,dark,133.6,87.4,142,1658012,50,1492,Mud Slap,Crunch,Earthquake,5,8,5,75000
Diancie,65.6,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Rock Slide,Moonblast,9,12,20,100000
Dugtrio (Alolan),65.6,51,ground,steel,148.9,111.5,90,1494460,29,1497,Mud Slap,Mud Bomb,Iron Head,5,6,3,50000
Sharpedo,65.6,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Toucannon,65.6,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Zebstrika,65.6,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Pawmot,65.5,923,electric,fighting,144.5,94.3,113,1538995,21,1492,Spark,Close Combat,Wild Charge,7,7,3,75000
Porygon,65.5,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,6,10,3,50000
Prinplup (Shadow),65.5,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Rhyhorn,65.5,111,ground,rock,113.4,110.2,158,1974352,38.5,1499,Mud Slap,Stomp,Bulldoze,5,7,3,50000
Venomoth,65.5,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Zebstrika (Shadow),65.5,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Tangela (Shadow),65.3,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Mightyena,65.2,262,dark,none,125.9,104.3,134,1759749,29,1491,Ice Fang,Crunch,Poison Fang,9,8,1,10000
Omanyte (Shadow),65.2,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,5,5,75000
Stufful,65.2,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Tauros,65.2,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Horn Attack,Trailblaze,12,17,3,50000
Weavile,65.2,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Monferno (Shadow),65,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,10,7,3,10000
Darumaka (Galarian),64.9,554,ice,none,132,83.5,154,1697707,49,1499,Ice Fang,Ice Punch,Ice Beam,8,11,3,50000
Dwebble,64.9,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Dwebble (Shadow),64.9,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Gothitelle,64.9,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Charmeleon,64.7,5,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Fire Punch,Return,7,12,3,10000
Salamence,64.7,373,dragon,flying,142.9,92.6,117,1548425,14.5,1490,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Dusknoir,64.6,477,ghost,none,119.8,172.9,90,1864291,23.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Graveler (Shadow),64.6,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Rock Slide,Dig,5,6,1,10000
Lugia (Shadow),64.6,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Aeroblast,Sky Attack,9,6,20,100000
Seel,64.6,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Wartortle,64.6,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Brionne,64.4,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Disarming Voice,Aqua Jet,8,8,3,10000
Exeggcute,64.4,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Torracat,64.4,726,fire,none,136.6,89.5,134,1638022,34.5,1497,Ember,Crunch,Flame Charge,8,9,3,10000
Elekid,64.3,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,4,5,10000
Espurr,64.3,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Mr. Mime (Galarian),64.3,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Triple Axel,Ice Punch,4,4,5,75000
Durant,64.1,632,bug,steel,135.9,121.2,100,1647192,21,1499,Bug Bite,X-Scissor,Stone Edge,14,19,3,50000
Misdreavus,64.1,200,ghost,none,124.1,119,122,1801213,29.5,1498,Astonish,Dark Pulse,Shadow Sneak,5,5,3,50000
Quilava,64.1,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Raticate,64.1,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Dig,Hyper Fang,7,7,1,10000
Braixen,64,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Flame Charge,Psyshock,9,8,3,10000
Kabutops,64,141,rock,water,135.5,121,100,1638836,20.5,1493,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Lilligant,64,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Nidorino,64,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Jab,Dig,Sludge Bomb,8,8,3,50000
Oricorio (Sensu),64,741,ghost,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Shellos,64,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Body Slam,Mud Bomb,4,5,3,50000
Gigalith,63.8,526,rock,none,127.2,118.4,116,1747772,17,1492,Smack Down,Superpower,Meteor Beam,5,8,3,50000
Regice (Shadow),63.8,378,ice,none,103.7,180.2,115,2149641,18,1497,Lock On,Blizzard,Earthquake,15,13,20,100000
Aron,63.7,304,steel,rock,114.3,131.1,127,1902550,50,1478,Tackle,Body Slam,Iron Head,12,17,1,10000
Karrablast,63.7,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,Drill Run,X-Scissor,12,10,3,50000
Sunflora,63.7,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Leaf Storm,Sludge Bomb,5,4,3,50000
Torkoal,63.7,324,fire,none,107.6,151.3,127,2067715,27,1491,Fire Spin,Overheat,Earthquake,6,7,3,50000
Frillish,63.5,592,water,ghost,109.2,125.2,135,1846427,50,1421,Bubble,Ice Beam,Ominous Wind,5,5,3,50000
Vanillish,63.5,583,ice,none,124.1,119.3,122,1805667,41,1499,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Buneary,63.4,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Fire Punch,Swift,5,7,3,50000
Exeggutor,63.4,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Flareon,63.4,136,fire,none,141.7,110,100,1557872,18,1488,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Lairon,63.4,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Exeggutor (Shadow),63.2,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Floragato,63.2,907,grass,none,124.9,111,129,1788742,37.5,1498,Leafage,Grass Knot,Play Rough,8,9,3,10000
Simipour,63.2,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,14,15,3,50000
Alakazam,63.1,65,psychic,none,157,103.1,88,1425029,18,1499,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Aron (Shadow),63.1,304,steel,rock,114.3,131.1,127,1902550,50,1478,Tackle,Body Slam,Iron Head,12,17,1,10000
Garbodor,63.1,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Growlithe (Hisuian),63.1,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Crunch,8,8,3,50000
Venomoth (Shadow),63.1,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Arcanine (Hisuian),62.9,59,fire,rock,132.4,100,127,1682540,17.5,1498,Snarl,Wild Charge,Rock Slide,4,4,3,50000
Cinccino,62.9,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Crabrawler,62.9,739,fighting,none,135.7,99.1,122,1641269,48.5,1495,Bubble,Crabhammer,Power-Up Punch,5,4,3,50000
Monferno,62.9,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,10,7,3,10000
Oricorio (Pom-Pom),62.9,741,electric,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Lairon (Shadow),62.8,305,steel,rock,114.5,142.8,120,1962204,28,1500,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Infernape,62.6,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Accelgor,62.5,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Acid Spray,5,4,3,50000
Metang,62.5,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Alakazam (Shadow),62.3,65,psychic,none,157,103.1,88,1425029,18,1499,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Gothorita,62.3,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Misdreavus (Shadow),62.3,200,ghost,none,124.1,119,122,1801213,29.5,1498,Astonish,Dark Pulse,Shadow Sneak,5,5,3,50000
Rampardos,62.3,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Rotom (Mow),62.3,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Sawk (Shadow),62.3,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Cubone (Shadow),62.1,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,6,3,50000
Teddiursa,62.1,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Cross Chop,Crunch,12,15,3,50000
Ursaluna,62.1,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Chimecho,62,358,psychic,none,120.2,120.2,129,1864669,25,1500,Extrasensory,Psyshock,Shadow Ball,5,6,5,75000
Darmanitan (Galarian),62,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,9,8,3,50000
Geodude,62,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Loudred (Shadow),62,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Phanpy (Shadow),62,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Boldore,61.8,525,rock,none,126.5,108.2,130,1779034,28,1500,Smack Down,Rock Slide,Bulldoze,6,8,3,50000
Infernape (Shadow),61.8,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Teddiursa (Shadow),61.8,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Cross Chop,Crunch,12,15,3,50000
Trapinch,61.8,328,ground,none,148.7,78.1,120,1394782,50,1441,Mud Shot,Scorching Sands,Crunch,6,5,5,75000
Xatu (Shadow),61.8,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Cubone,61.7,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,6,3,50000
Houndour (Shadow),61.7,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Mamoswine (Shadow),61.7,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Emboar,61.5,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,9,8,3,10000
Mankey,61.5,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Omanyte,61.5,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,5,5,75000
Honchkrow,61.4,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Lombre,61.4,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Meowstic (Female),61.4,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Shadow Ball,Energy Ball,5,5,3,50000
Mienshao,61.4,620,fighting,none,156.5,84.8,106,1407427,20,1486,Poison Jab,Brick Break,Grass Knot,5,8,3,50000
Skrelp,61.4,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Stunky,61.4,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Sludge Bomb,23,25,3,50000
Glaceon,61.2,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Simisear,61.2,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Weavile (Shadow),61.2,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Maractus,61.1,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Stantler (Shadow),61.1,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Oricorio (Baile),60.9,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Plusle,60.9,311,electric,none,129.2,107.3,125,1733312,34,1499,Spark,Thunderbolt,Grass Knot,8,8,3,50000
Watchog (Shadow),60.9,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Aipom (Shadow),60.8,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Lokix,60.8,920,bug,dark,132.9,104.1,121,1672678,24,1491,Bug Bite,X-Scissor,Dark Pulse,14,17,1,50000
Murkrow,60.8,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Popplio,60.6,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Aqua Jet,12,15,3,10000
Beheeyem,60.5,606,psychic,none,134.4,105.7,116,1648710,20,1491,Confusion,Rock Slide,Dark Pulse,4,5,3,50000
Meowstic (Male),60.5,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Energy Ball,Thunderbolt,5,5,3,50000
Nidorino (Shadow),60.5,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Jab,Dig,Sludge Bomb,8,8,3,50000
Seadra (Shadow),60.5,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Wartortle (Shadow),60.5,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Lampent,60.3,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,10,10,5,75000
Lunatone,60.3,337,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Confusion,Rock Slide,Moonblast,4,5,3,50000
Sawk,60.3,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Focus Blast,5,11,5,75000
Pancham,60.2,674,fighting,none,123.3,100.2,147,1816117,47.5,1498,Tackle,Body Slam,Crunch,12,15,3,50000
Stantler,60.2,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Phanpy,60,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Solrock,60,338,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Confusion,Rock Slide,Psychic,4,5,3,50000
Vibrava (Shadow),59.9,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Mud Shot,Sand Tomb,Bug Buzz,5,7,5,75000
Bulbasaur,59.7,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Mr. Mime,59.7,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Confusion,Shadow Ball,Psychic,5,5,5,75000
Floatzel,59.6,419,water,none,143.8,81.1,133,1551619,22.5,1494,Water Gun,Liquidation,Swift,15,19,3,50000
Shaymin (Sky),59.6,492,grass,flying,138.1,93.6,124,1604184,15,1489,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Swanna (Shadow),59.6,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Hurricane,Ice Beam,22,19,3,50000
Hoopa,59.4,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Confusion,Shadow Ball,Psychic,5,5,20,100000
Wormadam (Plant),59.4,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Confusion,Energy Ball,Bug Buzz,5,5,1,10000
Kabuto,59.3,140,rock,water,133.6,128.6,97,1667621,49,1498,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Snover,59.3,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Trapinch (Shadow),59.3,328,ground,none,148.7,78.1,120,1394782,50,1441,Mud Shot,Scorching Sands,Crunch,6,5,5,75000
Roggenrola,59.1,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Exploud,59,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Krabby,59,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Razor Shell,Vise Grip,4,4,3,50000
Dusknoir (Shadow),58.8,477,ghost,none,119.8,172.9,90,1864291,23.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Elgyem,58.8,605,psychic,none,134,94.7,132,1675163,49.5,1500,Confusion,Dark Pulse,Psychic,5,5,3,50000
Houndour,58.8,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Oricorio (Pa'u),58.7,741,psychic,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Aerodactyl,58.5,142,rock,flying,135,103.9,118,1656037,20,1500,Steel Wing,Rock Slide,Earth Power,7,8,5,75000
Aerodactyl (Shadow),58.5,142,rock,flying,135,103.9,118,1656037,20,1500,Steel Wing,Rock Slide,Earth Power,7,8,5,75000
Arbok (Shadow),58.5,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Bulbasaur (Shadow),58.5,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Xatu,58.5,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Bergmite,58.4,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Loudred,58.4,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Murkrow (Shadow),58.4,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Skorupi (Shadow),58.4,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Ursaluna (Shadow),58.4,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Whirlipede,58.4,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Banette (Shadow),58.2,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Lycanroc (Dusk),58.2,745,rock,none,145.2,92.5,115,1544749,20.5,1500,Counter,Stone Edge,Crunch,8,7,5,50000
Octillery,58.2,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Persian (Alolan),58.2,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Raticate (Shadow),58.2,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Skorupi,58.2,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Azelf,57.9,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Future Sight,Fire Blast,6,7,20,100000
Banette,57.9,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Sneasel (Shadow),57.9,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Metagross (Shadow),57.8,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Metang (Shadow),57.8,375,steel,psychic,108.9,145.5,129,2043486,35,1494,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Pupitar (Shadow),57.8,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Dig,Ancient Power,25,23,5,75000
Sneasel,57.8,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
